ID,LICENSE ID,LEGAL_NAME,DOING_BUSINESS_AS_NAME,ADDRESS,CITY,STATE,ZIP CODE
2256480-20130520,2256480,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
1300852-20111016,2111440,PAPA T'S ITALIANO,PAPA T'S ITALIANO,2843 - 2847 W 63RD ST,CHICAGO,IL,60629
2500662-20210116,2761503,LA CHAPARRITA INC.,TAMALES EMMA LA CHAPARRITA,2500 S WHIPPLE ST 1,CHICAGO,IL,60623
2252764-20130424,2252764,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2211529-20130916,2276311,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625
2211624-20121229,2211624,SAUL MAZON JR.,SAUL MAZON JR.,8501 S COMMERCIAL AVE 1ST,CHICAGO,IL,60617
2211412-20121229,2211412,JOSE LOPEZ,PALETERIA JALISCO,4219 N KEDZIE AVE 1ST,CHICAGO,IL,60618
2245999-20150816,2409741,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC",6538 N CLARK ST 1 1,CHICAGO,IL,60626
2385750-20230716,2909192,ANDRES QUILES ROJAS,MR. QUILES MEXICAN FOOD #2,2300 S THROOP ST,CHICAGO,IL,60608
2256463-20170616,2527016,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2256357-20210616,2784035,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2256507-20210516,2778932,JUST DESSERTS 4 YOU - MS. TITTLE'S CUPCAKES CORP.,MS. TITTLE'S CUPCAKES,324 N LEAVITT ST 1ST 100,CHICAGO,IL,60612
2845648-20220630,2845648,RENE O RODRIGUEZ,COPOS DE NIEVE,6511 N CLARK ST 1,CHICAGO,IL,60626
2535492-20171216,2563090,"THE ROOF CROP, LLC","THE ROOF CROP, LLC","1516 W CARROLL AVE 1,2 ROOF 3",CHICAGO,IL,60607
2211616-20121229,2211616,ANDRES QUILES ROJAS,MR. QUILES,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2211589-20190316,2644883,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2293536-20140226,2293536,"CHICAGO FRUIT CART, INC.","CHICAGO FRUIT CART, INC.",111 N STATE ST,CHICAGO,IL,60602
2785928-20220516,2839604,"FIESTA TAMALERIA EL BARRIO, INC.","FIESTA TAMALERIA EL BARRIO, INC.",1820 W 18TH ST 1,CHICAGO,IL,60608
2256480-20170616,2527026,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2622418-20211016,2805083,TACO MARIO'S LIMITED,TACO MARIO'S LIMITED VIN#5B4HP42V743387087 PL#2386532,2300 S THROOP ST,CHICAGO,IL,60608
2134326-20120222,2134326,RAY'S ISLAND GRILL LLC,RAY'S ISLAND GRILL LLC,1713 E 75TH ST 1ST,CHICAGO,IL,60649
2211589-20170316,2509716,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
1804352-20120116,2126020,THUNDERBIRD CATERING CO.,THUNDERBIRD CATERING CO,1204 W 36TH PL,CHICAGO,IL,60609
2600807-20200816,2737612,DANIEL GUZMAN,ICE CREAM MACHINE,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2385449-20210316,2769898,"PALETERIA CARRUCEL,INC.",PALETERIA CARRUCEL,6317 W GRAND AVE,CHICAGO,IL,60639
2294404-20131127,2294404,EDGAR MARTINEZ,PALETERIA LA MORELIA,3108 W CERMAK RD,CHICAGO,IL,60623
2211527-20130916,2276309,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625
2211527-20150916,2416316,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625
2211485-20160816,2473504,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 2,CHICAGO,IL,60623
2901064-20230720,2901064,YUMMY HALAL FOOD LLC,YUMMY HALAL FOOD,135 N KEDZIE AVE,CHICAGO,IL,60612
2157171-20120723,2157171,"HAROLD'S RESTAURANT, LLC",ANI,3056 N LINCOLN AVE 1,CHICAGO,IL,60657
2374627-20150127,2374627,"CARNITAS,CHELAS AND CHICAS COMPANY #11",PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO SHOP LTD.,324 N LEAVITT ST 1ST,CHICAGO,IL,60612
2211295-20130316,2226175,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2211302-20130316,2226182,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2588837-20220416,2834169,ANA GALINDO,ANA GALINDO,3654 W 16TH ST,CHICAGO,IL,60623
2506388-20170112,2506388,"CARNITAS,CHELAS AND CHICAS COMPANY #11",PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO SHOP LTD,4171 S ARCHER AVE 1ST,CHICAGO,IL,60632
2245951-20130816,2268868,"PALETERIA OSO POLAR, INC.",PALETERIA OSO POLAR II,6538 N CLARK ST 1,CHICAGO,IL,60626
2225627-20130116,2225627,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,944 W ARMITAGE AVE,CHICAGO,IL,60614
2271575-20190216,2640520,RAMON TORRES III,AZTEC DAVE'S FOOD TRUCK,2300 S THROOP ST,CHICAGO,IL,60608
2534921-20210816,2793296,MISERICORDIA/HEART OF MERCY,MISERICORDIA BAKERY/MISERICORDIA HEARTS AND FLOUR MFV,6300 N RIDGE AVE 2,CHICAGO,IL,60660
2464877-20180516,2588302,YOLIS TAMALES LLC,YOLIS TAMALES,5002 S WESTERN AVE 1ST,CHICAGO,IL,60609
2211307-20130316,2226187,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2906918-20230602,2906918,FORTY BELOW LLC,FORTY BELOW LLC VIN #P35ALC60023 PL#3650054,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2247009-20150816,2409750,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2211404-20121229,2211404,MARIA O MORENO,PALETERIA ALEX,5420 W FULLERTON AVE,CHICAGO,IL,60639
2146544-20120514,2146544,"BEYOND BORDERS FUSION FOOD, LLC","BEYOND BORDERS FUSION FOOD, LLC",2443 W 16TH ST,CHICAGO,IL,60608
2256463-20130520,2256463,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211292-20130316,2226172,"PALETERIAS MONARCA, CORP.",PALETERIA MONIARCAS,6955 N CLARK ST,CHICAGO,IL,60626
2211300-20150316,2375457,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2094518-20110526,2094518,THE ALEXANDER BEETLE BAKESHOP LLC,THE ALEXANDER BEETLE BAKESHOP LLC,2333 N MILWAUKEE AVE 1ST,CHICAGO,IL,60647
2689016-20230816,2916082,ESTHER'S ICE CREAM LLC,ESTHER'S ICE CREAM,324 N LEAVITT ST,CHICAGO,IL,60612
2211311-20170316,2507467,"PALETERIAS MONARCA, CORP.","PALETERIAS MONARCA, CORP.",6955 N CLARK ST,CHICAGO,IL,60626
2211292-20210316,2767728,"PALETERIAS MONARCA, CORP.",PALETERIA MONIARCAS,6955 N CLARK ST,CHICAGO,IL,60626
2543276-20170929,2543276,ESTHER'S ICE CREAM LLC,ESTHER'S ICE CREAM,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2536224-20200916,2743428,EL BUENO INCORPORATED,EL BUENO TACOS,2300 S THROOP ST,CHICAGO,IL,60608
2211564-20210316,2769428,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2211508-20130116,2221423,JOSE OCAMPO,PALETERIA CARRUCEL,6317 W GRAND AVE,CHICAGO,IL,60639
2641544-20190426,2641544,ERNESTO OZUNA,TAMALES Y RESTAURANT COSTA,10148 S EWING AVE,CHICAGO,IL,60617
1043442-20110616,2089543,"FALCO'S PIZZA, INC.",FALCO'S PIZZA,2806 W 40TH PL,CHICAGO,IL,60632
2121142-20111110,2121142,TAMALEFOODIE LLC,TAMALEFOODIE LLC,324 N LEAVITT ST 1ST,CHICAGO,IL,60612
2918671-20231012,2918671,ROUTE 66 MOBILE DINER LLC,ROUTE 66 DINER,135 N KEDZIE AVE,CHICAGO,IL,60612
2211378-20140416,2309981,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2327858-20140703,2327858,BEEYOO PROPERTIES LLC,LA COCINITA FOOD TRUCK CHICAGO,2300 S THROOP ST,CHICAGO,IL,60608
2232391-20130517,2232391,CHICAGO CUPCAKE LLC,CHICAGO CUPCAKE LLC,2409 N WESTERN AVE,CHICAGO,IL,60647
2328468-20160616,2462462,KOKO'S GRILL LLC,BOB CHA,2300 S THROOP ST,CHICAGO,IL,60608
2211412-20130516,2242069,JOSE LOPEZ,PALETERIA JALISCO,4219 N KEDZIE AVE 1ST,CHICAGO,IL,60618
2211531-20150916,2416320,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625
2341307-20141229,2341307,BRUGES BROTHERS LLC.,BRUGES BROTHERS,324 N LEAVITT ST,CHICAGO,IL,60612
2384966-20170716,2534236,"KATE & JAN, CORP.",KATE & JAN HOT DOGS,324 N LEAVITT ST,CHICAGO,IL,60612
2252822-20140316,2314988,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2252770-20140816,2350427,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2252699-20130612,2252699,ADESUWA H. OBASEKI,OSAS AFRICAN RESTAURANT & CATERING SERVICES,1027 W WILSON AVE 1,CHICAGO,IL,60640
2211596-20121229,2211596,"LMP SERVICES, INC.",CUPCAKES FOR COURAGE,110 W PARK AVE,ELMHURST,IL,60126
2211295-20170316,2507452,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2506209-20170112,2506209,"CARNITAS,CHELAS AND CHICAS COMPANY #11",PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO SHOP LTD.,4171 S ARCHER AVE,CHICAGO,IL,60632
2534838-20171106,2534838,B.H. LUNCH CATERING INC,B.H. LUNCH CATERING INC.,1204 W 36TH PL 1,CHICAGO,IL,60609
2211540-20131216,2292394,"PUEBLA ICE CREAM, INC.",PUEBLA ICE CREAM,4601 N ELSTON AVE 1ST,CHICAGO,IL,60630
2211424-20121229,2211424,JOSE LOPEZ,PALETERIA JALISCO,4219 N KEDZIE AVE,CHICAGO,IL,60618
2221087-20140605,2221087,"DONERMEN, LLC",DONERMEN,116 N ABERDEEN ST,CHICAGO,IL,60607
2359271-20230216,2885310,"FIRECAKES TRUCK ONE, LLC",FIRECAKES TRUCK,68 W HUBBARD ST,CHICAGO,IL,60654
2934900-20231011,2934900,"SISTAS IN THE VILLAGE, LLC","SISTAS IN THE VILLAGE, LLC",5800 S ADA ST,CHICAGO,IL,60636
2738508-20200813,2738508,DOWNSTATE DONUTS LLC,DOWNSTATE DONUTS,324 N LEAVITT ST,CHICAGO,IL,60612
2584093-20180404,2584093,AURORA VILLAGANA / JOSE SANCHEZ,SANCHEZ CATERING,1204 W 36TH PL,CHICAGO,IL,60609
2676963-20190724,2676963,VESSEL IL OPERATIONS LLC,REEF KITCHENS,135 N KEDZIE AVE,CHICAGO,IL,60612
2563516-20180322,2563516,"HAROLD'S ON WABASH, INC.",HAROLD'S CHICKEN,2300 S THROOP ST 1,CHICAGO,IL,60608
2551736-20170922,2551736,LAURA PACHECO,LAURA'S CATERING SERVICE,1204 W 36TH PL 1,CHICAGO,IL,60609
2397122-20211016,2806253,A.SWEETS GIRL LLC,A.SWEETS GIRL LLC,2300 S THROOP ST 1ST,CHICAGO,IL,60608
2551169-20171002,2551169,MICHAEL J. LAPINARD,FRESH OFF THE GRILL,2300 S THROOP ST,CHICAGO,IL,60608
2428508-20210716,2789093,ANDRES QUILES ROJAS,MR QUILES MEXICAN FOOD #4,2300 S THROOP ST,CHICAGO,IL,60608
2245995-20130408,2245995,"PALETERIA OSO POLAR, INC.",PALETERIA OSO POLAR,6538 N CLARK ST 1 1,CHICAGO,IL,60626
2663419-20190517,2663419,REINALDO ACOSTA,KING CATERING,324 N LEAVITT ST,CHICAGO,IL,60612
2278975-20130823,2278975,CURRY CATERING LLC,NAANSENSE FOOD TRUCK,2296 S BLUE ISLAND AVE 1ST,CHICAGO,IL,60608
2211615-20121229,2211615,ANDRES QUILES ROJAS,MR. QUILES,4825 W ARTHINGTON ST 1,CHICAGO,IL,60644
2211632-20121229,2211632,MILO'S PITA PLACE LTD.,ENEMY KITCHEN,6310 N WESTERN AVE 1ST,CHICAGO,IL,60659
2563516-20221016,2865390,"HAROLD'S ON WABASH, INC.",HAROLD'S CHICKEN,2300 S THROOP ST 1,CHICAGO,IL,60608
2252522-20140508,2252522,GUILLERMO SANCHEZ,MEMO'S CATERING,2637 S THROOP ST,CHICAGO,IL,60608
2451374-20160324,2451374,STEVE THOMAS,STEVE'S 77 ICE CREAM,7451 W 100TH PL,BRIDGEVIEW,IL,60455
2341307-20161216,2495336,BRUGES BROTHERS LLC.,BRUGES BROTHERS,324 N LEAVITT ST,CHICAGO,IL,60612
2948073-20240118,2948073,GAMEZ ENTERPRISES INC.,CHIDO JUICE,2300 S THROOP ST,CHICAGO,IL,60608
2211539-20151216,2430946,"PUEBLA ICE CREAM, INC.",PUEBLA ICE CREAM,4601 N ELSTON AVE 1,CHICAGO,IL,60630
2220948-20170516,2520971,"THE FAT SHALLOT, LLC","THE FAT SHALLOT, LLC",2300 S THROOP ST,CHICAGO,IL,60608
2379928-20150211,2379928,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3511 W FILLMORE ST 1ST,CHICAGO,IL,60624
2211458-20170916,2545464,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2211543-20121229,2211543,BOMBAY WRAPS CO.,BOMBAY WRAPS,122 N WELLS ST,CHICAGO,IL,60606
2252712-,2252712,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2256457-20210616,2784040,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2551090-20180906,2551090,LA MIXTECA POBLANA 2 LLC,LA MIXTECA POBLANA,2300 S THROOP ST,CHICAGO,IL,60608
2299220-20140411,2299220,AURORA VILLAGANA / JOSE SANCHEZ,SANCHEZ CATERING,2637 S THROOP ST,CHICAGO,IL,60608
2418140-20160812,2418140,"EMMANUEL ICE CREAM & COFFE SHOP, INC.",EMMANUEL ICE CREAM,1915 W 19TH ST,CHICAGO,IL,60608
2559985-20210716,2788926,DELI KING INC.,DELI KING INC.,2300 S THROOP ST 1,CHICAGO,IL,60608
2626305-20190912,2626305,"EL AZTECA SANCHEZ, INC.",EL AZTECA SANCHEZ #1,2300 S THROOP ST 1,CHICAGO,IL,60608
2252811-,2252811,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2677820-20230516,2899196,ROYAL ICE CREAM INC.,ROYAL ICE CREAM INC.,324 N LEAVITT ST  1,CHICAGO,IL,60612
2762503-20210107,2762503,"MEDITERRANEAN STOP, INC.",MEDITERRANEAN STOP,135 N KEDZIE AVE,CHICAGO,IL,60612
2211519-20121229,2211519,CHERYL L SMITH,CHERYL L SMITH,250 1/2  CHICAGO AVE,OAK PARK,IL,60302
2256457-20150616,2396286,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211437-20121229,2211437,"REMEDY CHICAGO, INC.","REMEDY CHICAGO, INC.",970  CRISS CIR,ELK GROVE VILLAGE,IL,60007
1300851-20111016,2111439,PAPA T'S ITALIANO,PAPA T'S ITALIANO,2843 - 2847 W 63RD ST,CHICAGO,IL,60629
2211486-20200816,2735276,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 3,CHICAGO,IL,60623
2211565-20170316,2509699,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2600807-20180815,2600807,DANIEL GUZMAN,ICE CREAM MACHINE,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2252767-20140816,2350426,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2840818-20220523,2840818,"MR. QUILES, INC.",MR. QUILES MEXICAN FOOD,2300 S THROOP ST,CHICAGO,IL,60608
2589716-20180501,2589716,"PALETERIA BAMBI, INC.","PALETERIA BAMBI, INC.",2051 W 47TH ST,CHICAGO,IL,60609
2256343-20170616,2527002,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2152995-20120724,2152995,JOSE A PORTILLO-RENDON,JUNIOR ICE CREAM,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2269995-20140513,2269995,ORIGINAL SOUL VEGETARIAN INC.,THE ORIGINAL SOUL VEGETARIAN,203-205 E 75TH ST 1 1,CHICAGO,IL,60619
2211532-20150916,2416321,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625
2385447-20210316,2769897,"PALETERIA CARRUCEL,INC.",PALETERIA CARRUCEL,6317 W GRAND AVE,CHICAGO,IL,60639
2328503-20140625,2328503,"QUICKWICH, INC.",BLUE STREET MARKET,2300 S THROOP ST,CHICAGO,IL,60608
2211490-20121229,2211490,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 7,CHICAGO,IL,60623
2385447-20190316,2645447,"PALETERIA CARRUCEL,INC.",PALETERIA CARRUCEL,6317 W GRAND AVE,CHICAGO,IL,60639
2211636-20121229,2211636,LET' S EAT VENTURES LLC,SAMICH BOX,6233 W ROOSEVELT RD,BERWYN,IL,60402
2211482-20150516,2388631,WOW BAO LLC,WOW BAO,175 W JACKSON BLVD 1ST,CHICAGO,IL,60604
2211420-20130516,2242077,JOSE LOPEZ,PALETERIA JALISCO,4219 N KEDZIE AVE,CHICAGO,IL,60618
2492846-20210316,2770022,T&J FOOD SERVICES LLC,SAUSAGE FEST,2300 S THROOP ST 1,CHICAGO,IL,60608
2211609-20121229,2211609,SILVIA VILLASENOR,ALASKA PALETERIA Y NEVERIA,3446 W IRVING PARK RD 1ST,CHICAGO,IL,60618
2211306-20170316,2507462,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2583488-20210816,2795858,CARMEN NAVA-NAJERA,CARMEN NAVA,3654 W 16TH ST 1ST,CHICAGO,IL,60623
2412601-20151116,2426907,"HERITAGE BICYCLES GENERAL STORE, LLC",HERITAGE BICYCLES GENERAL STORE,2959 N LINCOLN AVE GROUND,CHICAGO,IL,60657
2850416-20230316,2889911,LOLA'S CONEY ISLAND LLC,LOLA'S CONEY ISLAND LLC,135 N KEDZIE AVE,CHICAGO,IL,60612
2535492-20231216,2936747,"THE ROOF CROP, LLC","THE ROOF CROP, LLC","1516 W CARROLL AVE 1,2 ROOF 3",CHICAGO,IL,60607
2252832-20180316,2575852,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2294270-20140723,2294270,YUM DUM INC.,YUM DUM TRUCK,116 N ABERDEEN ST,CHICAGO,IL,60607
2232958-20130318,2232958,ROYAL CUPCAKES&BAKES INC.,ROYAL CUPCAKES & BAKES,324 N LEAVITT ST,CHICAGO,IL,60612
2211490-20180816,2604721,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 7,CHICAGO,IL,60623
2563609-20211016,2805971,CHICAGO LUNCHBOX LLC,CHICAGO LUNCHBOX VIN: IFCJF39H3HHB92477 PL:  322709D,2300 S THROOP ST,CHICAGO,IL,60608
2817892-20221208,2817892,"FLASH HERNANDEZ TACOS CORP.,",FLASH HERNANDEZ TACOS,2300 S THROOP ST,CHICAGO,IL,60608
2225630-20130116,2225630,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3511 W FILLMORE ST,CHICAGO,IL,60624
2211541-20121229,2211541,"PUEBLA ICE CREAM, INC.",PUEBLA ICE CREAM,4601 N ELSTON AVE 1ST,CHICAGO,IL,60630
2379923-20150211,2379923,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3511 W FILLMORE ST 1ST,CHICAGO,IL,60624
2256473-20190616,2670616,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2506212-20170112,2506212,"CARNITAS,CHELAS AND CHICAS COMPANY #11",PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO SHOP LTD.,4171 S ARCHER AVE,CHICAGO,IL,60632
2211330-20130316,2226271,RAFAEL MAGALLON,RAFAEL MAGALLON,2215 S KEDZIE AVE,CHICAGO,IL,60623
2269632-20130806,2269632,"INTERNATIONAL ORANGE, LLC",DOUGHNUT VAULT,228-230 W KINZIE ST,CHICAGO,IL,60654
2211618-20121229,2211618,FOOD DRIVE INC.,LA ADELITA,1700 W CERMAK RD GROUND,CHICAGO,IL,60608
2808181-20230916,2923065,"DON PALETA, INC.",DELICIAS,2300 S THROOP ST,CHICAGO,IL,60608
2211500-20121229,2211500,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 17,CHICAGO,IL,60623
2211353-20130516,2241686,FELIPE BENITEZ,PHILLIP'S ICE CREAM,4221 N KEDZIE AVE,CHICAGO,IL,60618
2211430-20121229,2211430,"PARS ICE CREAM CO, INC.",PARS ICE CREAM CO. INC.,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2211503-20121229,2211503,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 20,CHICAGO,IL,60623
2293535-20140226,2293535,"CHICAGO FRUIT CART, INC.","CHICAGO FRUIT CART, INC.",6259 S COTTAGE GROVE AVE,CHICAGO,IL,60637
2856328-20230615,2856328,"CREMERIA SANTA MARIA, INC",MEXICO RICO,324 N LEAVITT ST,CHICAGO,IL,60612
2283839-20211116,2811126,"CAP B, INC.",HAROLDS CHICKEN #55,2300 S THROOP ST,CHICAGO,IL,60608
2664053-20190502,2664053,"FIVE SQUARED, LLC",FIVE SQUARED FOOD TRUCK,2300 S THROOP ST,CHICAGO,IL,60608
2293616-20201016,2746857,FIFTY FOUR ELEVEN LLC,FIFTY FOUR ELEVEN,2850 N CLARK ST,CHICAGO,IL,60657
2211349-20121229,2211349,FELIPE BENITEZ,PHILLIP'S ICE CREAM,2113 N MAJOR AVE,CHICAGO,IL,60639
2333826-20150916,2417428,DA LOBSTA LLC,DA LOBSTA,131 N CLINTON ST 1ST 33,CHICAGO,IL,60661
2246000-20130405,2246000,"PALETERIA OSO POLAR, INC.",PALETERIA OSO POLAR,6538 N CLARK ST 1 1,CHICAGO,IL,60626
2211579-20150316,2378025,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2256356-20150616,2396279,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2114993-20111005,2114993,CURRY CATERING LLC,CURRY CATERING,2296 S BLUE ISLAND AVE 1,CHICAGO,IL,60608
2098470-20110602,2098470,VICTORIA ONAMUSI,T.B.S. AFRICAN RESTAURANTS,2541 W LAWRENCE AVE 1 1,CHICAGO,IL,60625
2492637-20180516,2588304,YOLIS TAMALES LLC,YOLIS TAMALES,5002 S WESTERN AVE 1ST,CHICAGO,IL,60609
2211527-20121229,2211527,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625
2493313-20230116,2880867,"MR. QUILES, INC.",MR. QUILES MEXICAN FOOD,2300 S THROOP ST,CHICAGO,IL,60608
2211461-20130916,2274179,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2379925-20150211,2379925,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3511 W FILLMORE ST 1ST,CHICAGO,IL,60624
2156722-20120709,2156722,"THE JIBARITO STOP, LLC",THE JIBARITO STOP LLC,2007 - 2009 S DAMEN AVE 1ST,CHICAGO,IL,60608
2263359-20190616,2661723,"LMP SERVICES, INC.",CUPCAKES FOR COURAGE,108 W PARK,ELMHURST,IL,60126
2665129-20190613,2665129,FATAI O MUTIU,BUSOFAT AFRICAN CUISINE,324 N LEAVITT ST,CHICAGO,IL,60612
2211556-20130316,2228984,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2845626-20220705,2845626,RENE O RODRIGUEZ,COPOS DE NIEVE,6511 N CLARK ST 1,CHICAGO,IL,60626
2211497-20160816,2473516,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 14,CHICAGO,IL,60623
2451374-20200216,2705497,STEVE THOMAS,STEVE'S 77 ICE CREAM,7451 W 100TH PL,BRIDGEVIEW,IL,60455
2522507-20170406,2522507,LITTLE LULU'S ITALIAN ICE INC.,LITTLE LULU'S ITALIAN ICE,9416 W IRVING PARK RD,SCHILLER PARK,IL,60176
2256507-20130624,2256507,JUST DESSERTS 4 YOU - MS. TITTLE'S CUPCAKES CORP.,MS. TITTLE'S CUPCAKES,324 N LEAVITT ST 1ST 100,CHICAGO,IL,60612
2252813-,2252813,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2684713-20200113,2684713,"LA PARRILLITA, LLC",PIEROGI WAGON,324 N LEAVITT ST,CHICAGO,IL,60612
2211526-20130916,2276308,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625
2211489-20220816,2868581,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 6,CHICAGO,IL,60623
2334902-20140702,2334902,"THE JIBARITO STOP, LLC",THE JIBARITO STOP,324 N LEAVITT ST,CHICAGO,IL,60612
2246934-20130816,2268882,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2528402-20190716,2669115,"KATE & JAN, CORP.",KATE & JAN HOT DOGS,324 N LEAVITT ST,CHICAGO,IL,60612
2384966-20190716,2669114,"KATE & JAN, CORP.",KATE & JAN HOT DOGS,324 N LEAVITT ST,CHICAGO,IL,60612
2588837-20200917,2588837,ANA GALINDO,ANA GALINDO,3654 W 16TH ST,CHICAGO,IL,60623
2211294-20190316,2642754,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
